,Identifier,Company Name,Country of Exchange,Exchange Name,TRBC Economic Sector Name,Total Assets,ROA ,Total Current Assets,Total Debt,Total Equity,"Property/Plant/Equipment, Total - Net",Cash from Operating Activities,Cash from Financing Activities,Cash from Investing Activities,Price To Book Value Per Share ,Depreciation,Total Current Liabilities,Retained Earnings ,Cash and Short Term Investments,Cash Dividend Paid,Company Market Cap,Shares Held By Strategic Investors,Free Cash Flow,Total Revenue,"Accounts Receivable - Trade, Net",Accounts Payable,Total Common Shares Outstanding,TRBC Economic Sector Name,TRBC Business Sector Name,Price close,EBIT
358,VHE.HN,Viet Nam Herbs and Foods JSC,Vietnam,HANOI STOCK EXCHANGE,Consumer Non-Cyclicals,"397,238,830,290.00",0.70%,"328,549,326,720.00","70,129,839,970.00","324,157,608,230.00","51,540,863,900.00","-160,303,961,230.00","165,104,044,930.00","-5,032,452,130.00",1.11,"6,614,047,970.00","68,324,554,450.00","8,087,648,230.00","13,211,870,370.00",,"367,023,953,600.00","6,027,600.00","6,590,679,350.00","230,642,776,850.00","7,113,253,460.00","1,346,403,710.00","31,640,000.00",Consumer Non-Cyclicals,Food & Beverages,"11,600.00","1,666,387,700.00"
359,SZC.HM,Sonadezi Chau Duc Shareholding Co,Vietnam,HOCHIMINH STOCK EXCHANGE,Real Estate,"5,616,375,070,300.00",6.50%,"352,142,763,860.00","2,199,580,086,330.00","1,465,585,463,900.00","5,162,876,583,840.00","703,597,456,450.00","474,314,466,320.00","-1,067,667,491,140.00",4.87,"231,423,388,050.00","1,258,885,134,570.00","408,345,386,760.00","259,379,109,390.00","71,557,753,800.00","6,800,000,000,000.00","57,691,000.00","-843,172,330,530.00","713,222,295,730.00","9,656,069,560.00","216,809,320,560.00","100,000,000.00",Real Estate,Real Estate,"68,000.00","199,377,233,940.00"
360,DDG.HN,Indochine Import Export Investment Industrial JSC,Vietnam,HANOI STOCK EXCHANGE,Energy,"1,553,292,931,010.00",3.60%,"650,134,730,830.00","773,891,980,140.00","695,165,093,630.00","876,341,848,630.00","-343,909,815,680.00","731,813,487,930.00","-372,505,880,740.00",2.19,"43,526,855,330.00","419,247,592,360.00","68,766,233,630.00","43,196,020,550.00",,"1,722,604,557,200.00","9,854,075.00","-245,413,811,490.00","751,081,336,780.00","167,596,789,570.00","55,162,499,920.00","57,039,890.00",Energy,Renewable Energy,"30,200.00","40,384,492,770.00"
361,TTE.HM,Truong Thinh Energy Investment JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Utilities,"1,098,617,835,900.00",2.70%,"97,796,102,680.00","770,948,374,940.00","294,841,966,740.00","995,575,599,620.00","79,195,846,280.00","135,506,553,400.00","-173,804,911,810.00",2.23,"39,550,167,160.00","97,451,170,510.00","9,937,966,740.00","58,478,316,040.00",,"598,298,400,000.00","5,886,119.00","66,220,886,900.00","143,283,066,500.00","32,523,267,020.00","1,129,819,720.00","28,490,400.00",Utilities,Utilities,"21,000.00","41,815,468,410.00"
362,MSH.HM,Song Hong Garment JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Consumer Cyclicals,"3,202,636,670,460.00",15.20%,"2,489,368,113,260.00","730,473,545,480.00","1,421,950,233,700.00","649,656,921,980.00","199,913,064,600.00","-120,216,036,950.00","163,720,750,810.00",2.57,"133,123,478,910.00","1,528,822,236,780.00","736,020,281,560.00","846,601,417,120.00","374,872,109,200.00","3,955,743,540,000.00","24,143,310.00","-66,711,396,270.00","4,747,622,751,550.00","584,061,840,390.00","220,322,012,890.00","50,009,400.00",Consumer Cyclicals,Cyclical Consumer Products,"79,100.00","238,182,640,130.00"
363,HVH.HM,HVC Investment and Technology JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Industrials,"717,761,710,680.00",1.90%,"447,918,255,910.00","87,943,477,520.00","442,347,028,350.00","149,125,486,940.00","-78,949,169,530.00","153,776,984,340.00","-30,434,455,050.00",1.07,"3,691,787,680.00","257,484,290,230.00","77,237,771,550.00","49,576,553,560.00","18,474,997,500.00","472,959,936,000.00","17,315,908.00","-50,031,691,910.00","308,345,518,640.00","228,670,905,250.00","89,314,390,420.00","36,950,000.00",Industrials,Industrial & Commercial Services,"12,800.00","28,292,369,090.00"
364,HTN.HM,Hung Thinh Incons JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Industrials,"7,584,069,592,270.00",3.70%,"7,003,273,330,640.00","1,962,075,289,980.00","1,496,312,594,530.00","274,508,672,470.00","-631,065,114,500.00","920,279,923,620.00","15,865,824,370.00",1.58,"25,784,067,070.00","6,055,958,853,850.00","425,141,884,010.00","474,061,151,280.00",0,"4,010,238,495,000.00","64,492,736.00","255,968,440,550.00","6,163,724,691,180.00","2,706,281,260,680.00","950,792,425,090.00","89,116,410.00",Industrials,Industrial & Commercial Services,"45,000.00","491,835,738,070.00"
365,FIR.HM,First Real JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Real Estate,"633,469,060,710.00",6.70%,"505,874,930,180.00","80,528,450,010.00","405,118,731,960.00","51,545,319,990.00","-46,761,375,100.00","45,351,368,680.00","-3,815,869,950.00",2.82,"2,008,654,950.00","218,099,079,270.00","134,720,091,960.00","6,956,558,740.00",,"1,084,298,546,400.00","12,304,091.00","37,351,994,020.00","196,414,674,700.00","-4,688,527,270.00","4,690,498,740.00","27,039,860.00",Real Estate,Real Estate,"27,517.88","62,987,137,830.00"
366,CRE.HM,Century Land JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Real Estate,"6,270,874,257,950.00",8.90%,"4,083,706,309,430.00","1,715,747,374,780.00","3,411,236,917,790.00","147,200,011,670.00","-376,086,394,830.00","1,856,184,634,340.00","-1,548,835,892,310.00",2.97,"44,360,035,900.00","1,879,797,646,330.00","1,091,343,550,880.00","1,585,116,754,130.00",0,"8,265,577,409,000.00","86,338,060.00","440,234,073,680.00","5,597,581,855,090.00","528,630,915,810.00","93,970,754,330.00","201,599,450.00",Real Estate,Real Estate,"41,000.00","363,722,413,860.00"
367,YBM.HM,Yen Bai Industry Mineral JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Basic Materials,"436,291,814,320.00",3.40%,"216,077,380,480.00","216,034,764,470.00","179,202,827,470.00","211,189,111,330.00","12,525,748,580.00","5,178,895,070.00","-28,386,182,570.00",0.75,"16,832,910,630.00","208,248,862,260.00","36,204,027,470.00","7,404,715,260.00",,"134,275,873,200.00","4,747,746.00","1,190,176,470.00","493,420,945,590.00","113,581,021,930.00","36,612,563,650.00","14,299,880.00",Basic Materials,Mineral Resources,"9,390.00","38,841,969,170.00"
368,CRC.HM,Create Capital Vietnam Limited JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Energy,"630,909,135,910.00",2.10%,"255,758,172,660.00","241,060,245,900.00","345,648,932,130.00","296,276,435,650.00","39,479,917,820.00","146,906,151,510.00","-204,892,171,730.00",0.96,"16,907,058,840.00","133,884,821,360.00","35,003,327,210.00","36,827,076,440.00",,"342,000,000,000.00","4,786,580.00","-243,484,478,180.00","365,249,071,780.00","2,562,147,390.00","13,838,680,740.00","30,000,000.00",Energy,Renewable Energy,"11,400.00","10,963,009,210.00"
369,HHP.HM,Hai Phong Hoang Ha Paper JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Basic Materials,"699,714,771,250.00",6.10%,"433,819,983,120.00","244,892,888,150.00","358,323,023,240.00","184,990,515,230.00","-7,468,240,560.00","152,049,831,900.00","-147,659,938,780.00",1.08,"18,442,328,570.00","290,449,037,310.00","53,180,050,620.00","21,185,823,620.00","1,800,000,000.00","399,928,659,200.00","16,560,735.00","-105,232,785,280.00","791,384,824,920.00","82,434,637,380.00","52,734,786,190.00","30,069,820.00",Basic Materials,Applied Resources,"13,300.00","39,047,434,350.00"
370,HPX.HM,Hai Phat Investment JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Real Estate,"9,581,573,493,150.00",3.90%,"6,782,683,697,250.00","4,692,399,049,200.00","3,334,145,444,490.00","163,001,309,260.00","-2,832,058,652,000.00","3,232,219,628,750.00","-368,536,942,420.00",3.03,"31,554,854,990.00","3,414,231,405,530.00","230,386,372,550.00","964,870,753,020.00","26,664,424,640.00","10,128,813,747,300.00","171,260,323.00","295,912,094,880.00","1,392,790,160,420.00","200,582,987,860.00","218,814,299,040.00","304,168,580.00",Real Estate,Real Estate,"33,300.00","191,935,948,650.00"
371,TDT.HN,TDT Investment and Development JSC,Vietnam,HANOI STOCK EXCHANGE,Consumer Cyclicals,"517,438,232,470.00",4.10%,"320,738,781,280.00","229,626,821,540.00","241,452,576,000.00","164,796,465,850.00","385,800,200.00","77,998,898,060.00","-31,672,818,810.00",1.36,,"237,905,475,720.00","28,085,256,000.00","57,472,898,620.00",,"311,516,287,200.00","4,986,253.00",,"408,929,306,690.00","53,307,191,360.00","26,653,524,510.00","13,946,140.00",Consumer Cyclicals,Cyclical Consumer Products,"14,600.00","22,412,276,790.00"
372,YEG.HM,Yeah1 Group Corp,Vietnam,HOCHIMINH STOCK EXCHANGE,Consumer Cyclicals,"1,372,282,835,950.00",2.20%,"1,134,580,036,180.00","201,796,216,810.00","884,209,773,970.00","8,007,571,970.00","-88,400,373,520.00","45,121,186,030.00","11,187,918,090.00",1.29,"60,873,843,140.00","403,533,140,180.00","20,536,615,720.00","9,221,225,870.00",,"797,639,184,000.00","12,266,363.00","87,952,179,670.00","1,079,507,793,380.00","82,096,428,050.00","87,325,315,040.00","31,279,970.00",Consumer Cyclicals,Cyclical Consumer Services,"25,500.00","-235,544,744,400.00"
373,AAV.HN,Viet Tien Son Real Estate Holding Co,Vietnam,HANOI STOCK EXCHANGE,Real Estate,"991,979,409,310.00",3.80%,"662,151,240,340.00","122,588,815,970.00","758,751,723,340.00","184,080,043,080.00","-369,349,456,800.00","349,222,188,410.00","19,315,546,970.00",2.2,"3,629,315,810.00","133,492,833,200.00","26,477,945,340.00","2,213,058,460.00",,"1,573,085,848,000.00","5,025,499.00","25,554,961,100.00","500,844,443,430.00","27,777,578,570.00","2,895,512,890.00","66,656,180.00",Real Estate,Real Estate,"23,600.00","8,600,546,420.00"
374,TGG.HM,Louis Capital JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Industrials,"838,407,306,810.00",18.00%,"530,172,153,920.00","91,535,100,710.00","333,563,342,110.00","109,567,204,180.00","-1,409,394,150.00","-3,427,748,580.00","15,721,322,230.00",1.65,"4,010,920,100.00","395,163,880,040.00","52,171,315,140.00","60,035,694,110.00",,"505,049,815,000.00","8,799,860.00","83,123,140,340.00","801,896,949,860.00","181,807,849,310.00","274,582,204,620.00","27,299,990.00",Industrials,Industrial & Commercial Services,"18,500.00","-41,799,746,000.00"
375,VHM.HM,Vinhomes JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Real Estate,"230,516,471,000,000.00",17.50%,"94,437,005,000,000.00","19,918,807,000,000.00","124,741,499,000,000.00","51,304,254,000,000.00","17,073,519,000,000.00","-4,165,146,000,000.00","-21,996,264,000,000.00",3.13,"1,087,692,000,000.00","75,400,658,000,000.00","79,413,446,000,000.00","9,605,204,000,000.00","5,198,724,000,000.00","357,058,134,016,000.00","3,229,647,884.00","16,648,545,000,000.00","84,985,606,000,000.00","15,104,477,000,000.00","12,506,633,000,000.00","4,354,367,490.00",Real Estate,Real Estate,"82,000.00","20,456,874,000,000.00"
376,HSL.HM,Hong Ha Food Investment Development JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Consumer Non-Cyclicals,"326,496,639,720.00",5.30%,"166,581,562,710.00","37,823,000,000.00","258,795,163,070.00","12,899,575,180.00","-2,405,580,580.00","37,823,000,000.00","-38,059,494,430.00",0.66,"1,434,699,900.00","65,437,769,140.00","43,251,031,180.00","5,761,722,690.00",,"166,521,296,800.00","3,930,185.00","12,862,301,690.00","295,871,378,600.00","134,499,006,420.00","18,266,584,620.00","17,167,140.00",Consumer Non-Cyclicals,Food & Beverages,"9,700.00","11,589,267,220.00"
377,FRT.HM,FPT Digital Retail JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Consumer Cyclicals,"10,786,068,729,510.00",5.50%,"10,221,931,678,750.00","6,047,406,062,780.00","1,662,208,316,150.00","16,438,001,270.00","-1,474,352,742,610.00","3,564,193,495,170.00","-1,686,130,683,010.00",5.96,"3,810,973,810.00","9,106,707,790,750.00","872,390,396,150.00","2,925,709,549,880.00",,"7,913,975,558,400.00","41,570,493.00","445,621,369,470.00","22,494,961,408,080.00","72,976,779,440.00","2,335,742,934,750.00","78,981,970.00",Consumer Cyclicals,Retailers,"100,200.00","90,419,817,860.00"
378,TPB.HM,Tien Phong Commercial Joint Stock Bank,Vietnam,HOCHIMINH STOCK EXCHANGE,Financials,"292,827,078,000,000.00",1.90%,,"69,669,717,000,000.00","25,987,070,000,000.00","512,870,000,000.00","34,229,257,000,000.00","2,852,193,000,000.00","-629,049,000,000.00",2.62,,,"6,219,671,000,000.00",,,"64,931,117,625,199.80","1,008,049,433.00","4,457,026,000,000.00",,,"2,583,032,000,000.00","1,581,755,500.00",Financials,Banking & Investment Services,"41,050.00","5,965,162,000,000.00"
379,NRC.HN,Danh Khoi Group JSC,Vietnam,HANOI STOCK EXCHANGE,Real Estate,"2,022,856,460,920.00",14.00%,"1,341,668,570,880.00","480,702,145,440.00","1,153,043,795,070.00","109,277,987,870.00","-844,152,419,760.00","902,998,678,790.00","-66,562,777,660.00",2.37,"2,101,782,190.00","425,603,677,510.00","270,285,196,540.00","5,741,905,840.00","600,000,000.00","2,315,188,865,000.00","72,320,731.00","129,730,149,420.00","444,036,595,700.00","373,533,664,860.00","8,455,068,250.00","84,188,880.00",Real Estate,Real Estate,"27,500.00","54,287,693,350.00"
380,PMG.HM,Petro Center Corp,Vietnam,HOCHIMINH STOCK EXCHANGE,Energy,"1,732,115,302,740.00",-6.70%,"632,673,557,280.00","731,918,579,950.00","358,007,913,480.00","532,490,279,730.00","-4,893,243,090.00","312,861,159,950.00","-314,425,577,440.00",2.02,"46,250,951,510.00","936,527,475,530.00","-105,354,866,520.00","380,250,940,800.00",0,"783,083,098,200.00","34,977,376.00","-83,909,079,020.00","1,566,816,371,440.00","86,008,843,590.00","232,386,069,080.00","46,336,280.00",Energy,Energy - Fossil Fuels,"16,900.00","62,907,059,160.00"
381,VPG.HM,Viet Phat Import Export Trading Investment JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Basic Materials,"2,383,898,779,860.00",21.40%,"2,153,355,039,720.00","512,527,590,210.00","913,387,867,380.00","69,095,539,220.00","275,759,292,030.00","245,847,251,060.00","-19,682,188,250.00",3.94,"6,180,309,460.00","1,470,510,912,480.00","482,417,487,380.00","748,373,927,710.00","18,635,467,500.00","4,250,532,202,400.00","15,766,161.00","364,305,895,720.00","3,863,571,827,130.00","432,590,558,370.00","85,299,005,030.00","57,571,980.00",Basic Materials,Mineral Resources,"58,300.00","157,328,053,230.00"
382,TTL.HN,Thang Long Joint Stock Corp,Vietnam,HANOI STOCK EXCHANGE,Industrials,"2,198,031,559,300.00",0.70%,"1,628,691,611,710.00","485,118,296,450.00","532,310,707,660.00","423,056,480,390.00","-268,303,823,600.00","77,679,847,040.00","9,515,608,320.00",1.07,"40,782,926,890.00","1,355,323,701,520.00","39,578,104,720.00","108,033,667,740.00","16,614,086,820.00","565,024,950,000.00","19,253,775.00","30,569,707,480.00","1,262,498,550,820.00","241,359,330,290.00","347,582,370,750.00","41,853,700.00",Industrials,Industrial & Commercial Services,"13,500.00","-14,398,676,570.00"
383,HDB.HM,Ho Chi Minh City Development Joint Stock Commercial Bank,Vietnam,HOCHIMINH STOCK EXCHANGE,Financials,"374,611,571,000,000.00",1.90%,,"83,856,097,000,000.00","29,033,441,000,000.00","663,478,000,000.00","15,652,419,000,000.00",0,"-277,831,000,000.00",1.78,,,"8,837,938,000,000.00",,,"61,621,635,937,157.70","682,725,460.00","6,248,839,999,999.99",,,"4,383,088,000,000.00","1,992,209,120.00",Financials,Banking & Investment Services,"30,850.00","8,318,607,000,000.00"
384,AST.HM,Taseco Air Services JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Consumer Cyclicals,"529,430,799,740.00",-2.20%,"189,658,648,840.00","21,656,620,390.00","450,000,000,000.00","64,271,784,080.00","-31,273,287,620.00","4,755,149,960.00","7,187,509,300.00",6.12,"11,712,920,560.00","44,364,596,710.00",,"102,458,678,120.00",,"2,376,000,000,000.00","35,746,800.00","-9,588,083,870.00","70,004,498,470.00","18,414,671,420.00","14,782,604,670.00","45,000,000.00",Consumer Cyclicals,Retailers,"52,800.00","-58,366,766,560.00"
385,KHS.HN,Kien Hung JSC VN,Vietnam,HANOI STOCK EXCHANGE,Consumer Non-Cyclicals,"566,027,232,810.00",9.20%,"240,234,142,650.00","252,606,574,990.00","210,640,235,400.00","278,437,596,710.00","192,603,228,330.00","-154,477,913,450.00","-50,673,115,620.00",1.62,"30,054,689,370.00","191,303,665,770.00","57,594,777,710.00","50,343,804,730.00","14,509,162,800.00","338,547,132,000.00","4,411,201.00","49,333,939,930.00","1,017,015,340,070.00","63,064,344,570.00","47,386,004,300.00","12,090,970.00",Consumer Non-Cyclicals,Food & Beverages,"26,000.00","42,617,845,530.00"
386,TLD.HM,Thang Long Urban Development and Construction Investment JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Basic Materials,"628,445,497,670.00",2.60%,"351,957,049,370.00","123,311,642,580.00","452,146,668,630.00","204,571,630,810.00","12,375,515,710.00","8,721,908,560.00","-26,257,041,510.00",1.24,"16,095,548,640.00","142,743,488,640.00","52,611,998,630.00","27,625,284,270.00",,"551,508,359,400.00","9,865,868.00","-33,569,102,210.00","408,364,014,790.00","93,407,705,550.00","38,874,058,750.00","42,753,290.00",Basic Materials,Applied Resources,"12,900.00","27,420,966,650.00"
387,CAG.HN,Angiang Port JSC,Vietnam,HANOI STOCK EXCHANGE,Industrials,"155,531,294,430.00",3.40%,"73,196,875,980.00",0,"148,456,492,040.00","64,735,186,520.00","7,610,977,650.00","-3,437,508,670.00","2,969,114,990.00",2.17,,"5,363,791,890.00","5,306,750,170.00","57,435,099,620.00","3,437,508,670.00","316,020,000,000.00","3,766,000.00","8,689,190,380.00","53,351,062,480.00","9,544,929,990.00","176,477,000.00","13,800,000.00",Industrials,Transportation,"22,900.00","3,102,948,430.00"
388,CIA.HN,Cam Ranh International Airport Services JSC,Vietnam,HANOI STOCK EXCHANGE,Industrials,"332,499,886,890.00",-13.60%,"157,743,953,890.00","41,624,478,980.00","251,990,174,230.00","114,335,861,520.00","-30,601,866,070.00","-29,324,807,290.00","16,868,105,950.00",1.06,"19,966,110,570.00","62,062,341,180.00","-48,405,898,640.00","82,888,756,920.00","18,029,933,350.00","275,732,145,000.00","11,450,850.00","-48,582,922,090.00","41,594,673,930.00","11,815,692,920.00","17,893,658,140.00","18,382,140.00",Industrials,Transportation,"15,000.00","-43,803,789,590.00"
389,VPI.HM,Van Phu - Invest Investment JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Real Estate,"9,835,483,700,670.00",3.50%,"6,773,335,278,470.00","3,150,935,817,270.00","3,192,055,843,120.00","934,750,178,970.00","539,284,086,000.00","764,029,738,330.00","-1,211,139,873,840.00",4.23,"20,167,132,790.00","3,564,678,539,600.00","878,794,718,680.00","1,122,725,842,400.00",,"12,077,987,922,000.00","133,650,013.00","274,502,104,560.00","2,610,596,277,670.00","350,130,290,660.00","344,264,367,460.00","219,999,780.00",Real Estate,Real Estate,"54,900.00","481,663,745,310.00"
390,DTD.HN,Thanh Dat Investment Development JSC,Vietnam,HANOI STOCK EXCHANGE,Industrials,"1,966,953,186,000.00",9.60%,"535,108,263,710.00","142,740,106,100.00","585,378,646,780.00","811,199,479,240.00","51,455,750,090.00","-16,012,990,220.00","-29,131,354,980.00",2.71,"199,994,941,940.00","396,301,316,050.00","211,405,016,050.00","226,038,399,500.00","12,349,477,950.00","1,551,569,782,500.00","17,119,954.00","143,255,933,520.00","689,108,078,690.00","143,767,657,820.00","102,444,865,630.00","30,736,030.00",Industrials,Industrial & Commercial Services,"51,300.00","229,342,358,930.00"
391,VRE.HM,Vincom Retail JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Real Estate,"37,873,488,000,000.00",3.40%,"6,826,580,000,000.00","3,157,811,000,000.00","30,616,002,000,000.00","1,682,385,000,000.00","1,705,319,000,000.00","-2,621,378,000,000.00","1,162,212,000,000.00",2.24,"1,492,420,000,000.00","2,890,056,000,000.00","9,288,513,000,000.00","3,487,484,000,000.00",,"68,396,784,141,000.00","1,376,785,538.00","-137,744,000,000.00","5,891,141,000,000.00","1,007,378,000,000.00","526,183,000,000.00","2,272,318,410.00",Real Estate,Real Estate,"30,100.00","3,089,173,000,000.00"
392,PLP.HM,Pha Le Plastics Manufacturing and Technology JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Basic Materials,"2,616,517,132,870.00",6.30%,"1,643,140,576,570.00","1,362,084,071,570.00","554,913,060,950.00","503,510,063,560.00","-270,422,003,750.00","616,807,384,220.00","-340,611,296,810.00",1.53,"55,848,179,690.00","1,723,180,932,290.00","149,028,763,980.00","213,818,444,000.00","9,623,112,310.00","714,000,000,000.00","11,363,369.00","-216,210,260,360.00","2,412,715,129,030.00","762,818,041,790.00","387,071,398,550.00","45,714,110.00",Basic Materials,Chemicals,"15,618.75","103,215,523,650.00"
393,SSI.HM,SSI Securities Corp,Vietnam,HOCHIMINH STOCK EXCHANGE,Financials,"50,793,056,562,080.00",6.20%,"46,539,595,154,350.00","31,122,123,130,200.00","14,157,514,217,740.00","170,916,319,890.00","-10,419,316,289,550.00","8,329,773,000,720.00","2,840,526,418,850.00",4.24,"64,114,904,380.00","36,479,184,836,620.00","2,927,812,985,140.00","21,180,737,582,960.00","647,156,463,350.00","50,885,635,050,599.90","370,548,232.00","1,938,564,039,480.00","7,443,181,911,510.00","288,489,162,000.00","22,249,743,960.00","982,343,470.00",Financials,Banking & Investment Services,"51,800.00","3,202,079,377,200.00"
